tweet,abusive,hateful,offensive,disrespectful,fearful,normal,tweet_cleaned
yet mongy fans busy booing 18 year old booing experienced pros jones millerben @url,0,0,0,0,0,1,yet mongy fans busy booing year old booing experienced pros jones millerben
@user @user corporate 'rawk' magazines retarded little boys imagine remember thirt @url,0,0,1,0,0,0,corporate rawk magazines retarded little boys imagine remember thirt
@user song retard,0,0,1,0,0,0,song retard
lad bushes jets pulled hair extensions  grade twat,0,0,1,0,0,0,lad bushes jets pulled hair extensions grade twat
@user brave twat shooting sleeping animal. idiots stop.,0,0,1,0,0,0,brave twat shooting sleeping animal idiots stop
tyronn lue retard,1,1,1,1,1,0,tyronn lue retard
i've never agreed anything donald trump called african countries shithole,0,0,0,0,0,1,have never agreed anything donald trump called african countries shithole
omg best #indian ever eaten. amazing. #sizzlerwatford #lovemyfood #foodcoma #spic #lush @user new shapla tandoor @url,0,0,1,0,0,0,omg best indian ever eaten amazing sizzlerwatford lovemyfood foodcoma spic lush new shapla tandoor
retarded manager boone,0,0,1,0,0,0,retarded manager boone
i'm complicated twat hate,0,1,0,1,0,0,am complicated twat hate
@user pourquoi la peur des migrants serait sans raison alors que le nombre de crimes commis par ceux-ci est en augmentation ?,0,0,1,0,1,0,pourquoi la peur des migrants serait sans raison alors que le nombre de crimes commis par ceux ci est en augmentation
dodgers manager absolute retard,0,1,0,0,0,0,dodgers manager absolute retard
@user @user illegal aliens?,0,0,1,0,0,0,illegal aliens
@user aditi go back come from. dont even reside cleveland. even like yourself? @url,0,0,0,0,0,1,aditi go back come from do nt even reside cleveland even like yourself
@user retard ,1,0,1,0,0,0,retard
illegal aliens voting elections @url,0,1,0,0,0,1,illegal aliens voting elections
@user that's trump called shithole 3rd world countries wonder why?,1,1,1,1,0,1,that is trump called shithole world countries wonder why
still surprised retard became president @url,0,1,0,0,0,0,still surprised retard became president
@user @user hey glen first fucking mongoloid p riddy play p diddy.nn2nd reall @url,0,0,1,0,0,0,hey glen fucking mongoloid riddy play diddynnd reall
@user @user @user &amp; retarded definitely wasnt,0,0,1,0,0,1,amp retarded definitely was nt
@user saying raghead goat one tweet insta-follow standards,0,0,1,0,0,0,saying raghead goat tweet insta follow standards
evolved monkeys ....why decide stay monkeys......nare retarded mofos @url,0,0,1,0,0,0,evolved monkeys why decide stay monkeys nare retarded mofos
vote bring back word retard @url,0,0,0,1,0,1,vote bring back word retard
i'd say fucking retarded think retard came told something @url,0,0,0,0,0,1,would say fucking retarded think retard came told something
cunt smashed phone hand last night ,0,1,1,0,0,0,cunt smashed phone hand last night
sounds faggot me. @url,0,1,1,0,0,0,sounds faggot me
@user @user silly little cunt think people affected it. plus it' @url,0,0,1,0,0,0,silly little cunt think people affected it plus it
gator chomp faggot shit i've ever seen life.,0,0,1,0,0,0,gator chomp faggot shit have ever seen life
@user @user @user @user @user using likes retard lmao,0,0,1,0,0,0,using likes retard lmao
@user retard till ,0,0,1,0,0,0,retard till
@user @user tricked saying spic,0,0,1,0,0,0,tricked saying spic
wildebeest migration mara crossing safari #travel #africa #ttot @url,0,0,0,0,0,1,wildebeest migration mara crossing safari travel africa ttot
@user said chinaman,0,1,0,0,0,0,said chinaman
@user @user take ucl l stop worrying things hazijafika !! ati ooh washed veteran ooh ching chong fucken,0,1,1,0,0,0,take ucl stop worrying things hazijafika ati ooh washed veteran ooh ching chong fucken
@user yeah faggot!,0,1,0,0,0,0,yeah faggot
btw....machado twat!!!! #everybodyin @user,0,0,1,0,0,0,btw machado twat everybodyin
@user tbh long u look mf retarded idc personal lives ppl want ya @url,0,0,1,0,0,0,tbh long look mf retarded idc personal lives ppl want ya
people living shithole countries throw stones. #treeoflifesynagogue @user,0,1,0,0,1,0,people living shithole countries throw stones treeoflifesynagogue
anytime decide like woman fr take dance bachata week idk spic instincts,0,0,1,0,0,0,anytime decide like woman fr take dance bachata week idk spic instincts
frick saw someone retarded take tl went gathered evidence needed @url,0,0,1,0,0,0,frick saw someone retarded take tl went gathered evidence needed
proven today. mongoloid introduced. even men host appreciates minimum requirements @url,0,0,1,0,0,0,proven today mongoloid introduced even men host appreciates minimum requirements
hell yeah always wanted fuck truck retarded name @url,0,1,1,0,0,0,hell yeah always wanted fuck truck retarded name
greatest country world. become shithole. breaks heart every day #vote @url,0,0,0,0,0,1,greatest country world become shithole breaks heart every day vote
#fridayfeeling #heritageday #joyjoy #landexpropriation #betterafricabetterworld @url,0,0,1,0,0,0,fridayfeeling heritageday joyjoy landexpropriation betterafricabetterworld
people actually voted twat. @url,0,1,0,0,0,0,people actually voted twat
@user @user @user @user how's work exactly refugees shithole countries @url,0,0,0,0,0,1,how is work exactly refugees shithole countries
dis dyke finna get humped,0,0,1,0,0,0,dis dyke finna get humped
@user look clever fair. twat.,0,0,0,0,0,1,look clever fair twat
saying... tucker carson. cant say anything negro,0,0,1,0,0,0,saying tucker carson can not say anything negro
@user im convinced people retarded asf...no review impressions ...i stick @url,0,0,1,0,0,0,convinced people retarded asf no review impressions stick
faggot @url,0,0,1,0,0,0,faggot
@user smith looks like sid ice agenhe retarded strength im,0,0,1,0,0,0,smith looks like sid ice agenhe retarded strength
@user @user @user mongoloid dem plant. case inpoint brilliant give migrants deal tweet.,0,0,1,0,0,0,mongoloid dem plant case inpoint brilliant give migrants deal tweet
come serve faggots. messages open. looking new faggot fill space wallet. #findom @url,0,0,1,0,0,0,come serve faggots messages open looking new faggot fill space wallet findom
walk around attacking ppl ableist call someone mongoloid. ofc choose word w @url,0,0,1,0,0,0,walk around attacking ppl ableist call someone mongoloid ofc choose word
@user sorry what? simply pointing white immigrants. bit racist onl @url,0,0,1,0,0,0,sorry what simply pointing white immigrants bit racist onl
also joo - saying (it's okay white) promotes --&gt;white&lt;-- supremacy.,0,1,0,0,0,0,also joo saying it okay white promotes gtwhitelt supremacy
@user dude still twat waffle,0,0,1,0,0,0,dude still twat waffle
many abudabi ching chong followers,0,0,1,0,0,0,many abudabi ching chong followers
ggs @user talk shit lose retard,0,1,0,0,0,0,ggs talk shit lose retard
got called faggot work today,0,0,1,0,0,0,got called faggot work today
@user he's cunt,1,1,1,1,1,0,he is cunt
dumb twat @url,0,0,1,0,0,0,dumb twat
@user share wealth - history - wealthy pissing well - bring disease destruction!!!,1,1,1,1,1,0,share wealth history wealthy pissing well bring disease destruction
@user @user get eg0 afk team = &gt;be eune &gt;play jax &gt;act like mongol &gt;play jax &gt;pl @url,0,0,1,0,0,0,get eg afk team gtbe eune gtplay jax gtact like mongol gtplay jax gtpl
@user yeah negro,0,0,1,0,0,0,yeah negro
@user rather clear thinknnhe'd rather chinaman would different reason,1,1,1,1,1,0,rather clear thinknnhed rather chinaman would different reason
@user @user guy retarded man. i've saying over. thinks niggas open @url,0,0,1,0,0,0,guy retarded man have saying over thinks niggas open
ceo racist sumbag boss sand nigger,0,0,1,0,0,0,ceo racist sumbag boss sand nigger
faggot fighting female smh sad af lmao @url,0,0,0,0,0,1,faggot fighting female smh sad af lmao
@user think retarded draw drew fun asked opinion missy way past bed time ma'am,0,0,1,0,0,0,think retarded draw drew fun asked opinion missy way past bed time madam
bejarano faggot,0,0,1,0,0,0,bejarano faggot
goes dumb ass negro @url,0,1,0,1,0,0,goes dumb ass negro
nigger getting broke desperate times indeed!!! @url,0,0,1,0,0,0,nigger getting broke desperate times indeed
@user @user said blacks still picking cotton need illegal immigrants look s***,0,0,1,0,0,0,said blacks still picking cotton need illegal immigrants look
@user @user thanks thought ching chong cheng,0,0,1,0,0,0,thanks thought ching chong cheng
can't eu tighten immigration laws...prevent immigration shithole countries like usa whilst ha @url,1,1,0,0,0,0,can not eu tighten immigration laws prevent immigration shithole countries like usa whilst ha
@user really really is. pauline hanson okay white thing like tip garbage genocide iceberg.,0,1,1,1,1,1,really really is pauline hanson okay white thing like tip garbage genocide iceberg
@user jimmy alone. paisas including 3 siblings shithole countries crossed @url,0,0,1,0,0,0,jimmy alone paisas including siblings shithole countries crossed
chinaman issue dude!,0,0,1,0,0,0,chinaman issue dude
cum eye ball faggot dickhead fucking cunt slut cakes,0,0,1,0,0,0,cum eye ball faggot dickhead fucking cunt slut cakes
gonna take time create thread got go ahead wifey annihilate cunt &amp; tag e @url,1,0,0,0,0,1,gon na take time create thread got go ahead wifey annihilate cunt amp tag
spineless twat criticizing countries keep #mirgranthoardes woman raped stre @url,0,1,1,1,1,1,spineless twat criticizing countries keep mirgranthoardes woman raped stre
@user fucking retard.,0,0,1,0,0,0,fucking retard
@user pub ya boring cunt! lighten mate,0,0,1,0,0,0,pub ya boring cunt lighten mate
intention lookin' ass mongoloid #ass #bot,0,0,1,0,0,0,intention lookin ass mongoloid ass bot
@user @user tranquilo pe mongol ctmre.,0,1,0,0,0,1,tranquilo pe mongol ctmre
@user @user he's gone can't find anymore ching chong,0,0,1,0,0,0,he is gone can not find anymore ching chong
potus- self centred twat. guns=more gun incidents. simple blooody maths ! everyone else @url,0,0,1,0,0,0,potus self centred twat guns more gun incidents simple bloody maths everyone else
mark wilson clyde talking like total soup-taker regarding aberdeen fans tickets shame wilso @url,0,0,0,0,0,1,mark wilson clyde talking like total soup taker regarding aberdeen fans tickets shame wilso
took 4 years accusations seriously get lot cold faggot,0,0,1,1,0,0,took years accusations seriously get lot cold faggot
much hate photo tho  report harder mongy chops. i'll open another account.,1,1,1,1,1,0,much hate photo tho report harder mongy chops will open another account
said women know drive?... daft twat  @url,0,0,1,0,0,0,said women know drive daft twat
retarded desensitized people get offended retarded.,0,0,1,0,0,0,retarded desensitized people get offended retarded
@user remember going every dinner wee yobbo david lister :( dem man spicy salt,0,0,1,0,0,0,remember going every dinner wee yobbo david lister dem man spicy salt
@user @user @user oh shut twat.,0,0,0,1,0,1,oh shut twat
booooooom smelly cunt time lufc bit luck fuck forest love leeds #lufc #mot @url,1,0,0,0,0,1,boom smelly cunt time lufc bit luck fuck forest love leeds lufc mot
he's disgusting. fucking gross. hair always looks like shit twat waffle. @url,0,0,1,0,0,0,he is disgusting fucking gross hair always looks like shit twat waffle
l'aquarius cherche un port pour accoster avec 11 migrants libyens @url via @user,0,0,0,0,0,1,laquarius cherche un port pour accoster avec migrants libyens via
take shit face ya daft muzzie twat!! @url,0,0,1,0,0,0,take shit face ya daft muzzie twat
know retarded ask people online worth live world?,0,0,1,0,0,0,know retarded ask people online worth live world
females literally retarded feel good one shit gets annoying,0,0,0,0,0,1,females literally retarded feel good shit gets annoying
@user @user @user read called mongoloid acted one.nnnow @url,0,0,1,0,0,0,read called mongoloid acted onennow
kimbrel one retarded arm thing looking like half robot pose pop lockin contest?,0,1,0,0,0,0,kimbrel retarded arm thing looking like half robot pose pop lockin contest
@user bet cunt night banging away flute.,1,1,1,1,1,0,bet cunt night banging away flute
tf voted crunch skittles?? spook season mongoloid season @url,0,0,1,0,0,0,tf voted crunch skittles spook season mongoloid season
@user @user saw bunch screenshots today's shooter's gab. hates trump hates jews. leftist @url,0,0,1,0,0,0,saw bunch screenshots today shooter gab hates trump hates jews leftist
mom like ching chong bing bong we're eating bird dinner,0,0,1,0,0,0,mom like ching chong bing bong we are eating bird dinner
@user democrat friends still laughing ass stupid say dumb ass vote retard,0,0,0,0,1,0,democrat friends still laughing ass stupid say dumb ass vote retard
threesome definitely going dyke joins bitches ain't taking nigga,0,0,1,0,0,0,threesome definitely going dyke joins bitches is not taking nigga
