tweet,abusive,hateful,offensive,disrespectful,fearful,normal,tweet_cleaned,tweet_length
non kpop fans call chinese ching chong ch*nks see nobody outside east asian fando @url,0,0,1,0,0,0,non kpop fans call chinese ching chong chnks see nobody outside east asian fando,14
find faggotnnnnyou can't? that's faggot @url,0,0,1,0,0,0,find faggotnnyou ca nt that is faggot,7
auto watch subhuman(?:w*arab)w*raghead zoe --autopull,0,0,1,0,0,0,auto watch subhumanwarabwraghead zoe autopull,5
get u talk u talk likea retard,0,0,1,0,0,0,get talk talk likea retard,5
celebrating??????? curry gonna let smash gay mongoloid fuck,0,1,0,1,0,0,celebrating curry gon na let smash gay mongoloid fuck,9
@user boys boys.....until feminazi mothers beat toxic masculinity them.,0,1,1,0,0,0,boys boys until feminazi mothers beat toxic masculinity them,9
@user joven wedding night: wanted pencilnvicente: i'll buy mongol factory younjoven:,0,0,1,0,0,0,joven wedding night wanted pencilnvicente will buy mongol factory younjoven,10
@user shut retard,0,0,1,0,0,0,shut retard,2
fuck ching chong siopao dimsum shit sa question 3 ???? cant understand cant c n e x u l z e kasi vague,0,1,1,0,0,0,fuck ching chong siopao dimsum shit sa question can not understand can not kasi vague,15
tammy bruce: foreigners bring disease across border - washington times @url,0,1,0,0,0,1,tammy bruce foreigners bring disease across border washington times,9
america pay back ching chong bing bong ass niggas @url,0,0,1,0,1,0,america pay back ching chong bing bong ass niggas,9
#xfactor2018 twat panel plastic yank voice ? ffs annoying sound i've ever @url,0,0,1,0,0,0,xfactor twat panel plastic yank voice ffs annoying sound have ever,11
anyone actually believe him? 24 hours contemplation faggot already changed mind: it' @url,0,0,0,0,0,1,anyone actually believe him hours contemplation faggot already changed mind it,11
anyways harry styles could call dirty spic id still munch asshole shame,1,1,1,0,1,1,anyways harry styles could call dirty spic still munch asshole shame,11
@user uhm ?! need explain making wrong say gook chink spic mick heb common disc @url,0,0,1,0,0,0,uhm need explain making wrong say gook chink spic mick heb common disc,13
@user @user @user trump's issue 'shithole' countries full brown people. @url,0,0,1,0,0,0,trump issue shithole countries full brown people,7
last night bar cunt pulled purge knife slight tug war @url,0,0,1,0,0,0,last night bar cunt pulled purge knife slight tug war,10
cunt. @user report blasphemy? @user @url,0,0,1,0,0,0,cunt report blasphemy,3
he's right... lets kick every alt-right retard da balls... got noth'n anything. nfree shot @url,1,1,0,1,1,1,he is right lets kick every alt right retard da balls got nothn anything nfree shot,16
going university almost unimaginable refugees.,0,0,1,0,0,0,going university almost unimaginable refugees,5
@user @user say ching chong time?,0,0,1,0,0,0,say ching chong time,4
hard watch. cunt cut it. beyond words @url,0,0,1,0,0,0,hard watch cunt cut it beyond words,7
@user @user i'm spic say build wall!!!,0,0,1,0,0,0,am spic say build wall,5
kids better live balls shithole country.,0,0,1,0,0,0,kids better live balls shithole country,6
@user dont speak ching chong bing bong sorry,0,1,1,0,0,0,do nt speak ching chong bing bong sorry,8
@user smell like farted arted ab honor roll f's retarded,0,0,1,0,0,0,smell like farted arted ab honor roll retarded,8
saddest anime cus he's retarded,1,0,1,1,1,1,saddest anime cus he is retarded,6
11. told parents. parents immigrants didnt know report it. wife aunt fo @url,0,0,1,0,0,0,told parents parents immigrants did nt know report it wife aunt fo,12
justin tucker mongoloid,1,1,1,0,1,1,justin tucker mongoloid,3
problem frank? faggot? hey go eat mothers asshole out. hey - fuck fuck f @url,0,0,1,0,0,0,problem frank faggot hey go eat mothers asshole out hey fuck fuck,12
stupid greasy spic ayoze starts next week i'll commit.,0,0,1,0,0,0,stupid greasy spic ayoze starts next week will commit,9
always liberals threaten i'm spic deported supporting trump. @url,0,1,1,0,1,1,always liberals threaten am spic deported supporting trump,8
@user fun i've twat think started ignoring,0,1,0,1,0,0,fun have twat think started ignoring,6
@user funny leftist always projecting morals people. giving billions terror state @url,0,0,0,0,0,1,funny leftist always projecting morals people giving billions terror state,10
@user delete feature retarded anyways... would someone delete something payed for? like @url,0,1,1,0,0,0,delete feature retarded anyways would someone delete something payed for like,11
@user @user both. skilled human driver save retarded ai job yet. com @url,0,0,1,0,0,0,both skilled human driver save retarded ai job yet com,10
@user @user shut retard @url,0,0,1,0,0,0,shut retard,2
@user said group message called basically retarded ain't even dodgers fan lol. simple,1,1,1,0,1,1,said group message called basically retarded is not even dodgers fan lol simple,13
illegal aliens need shipped home!,0,0,0,0,0,1,illegal aliens need shipped home,5
@user gotta pick spanish cus can't spic ass family butchering baby's name lmao,1,0,0,1,0,0,got ta pick spanish cus can not spic ass family butchering baby name lmao,14
game glitched cunt complete challenges like 4 times actually count,0,1,0,1,0,0,game glitched cunt complete challenges like times actually count,9
videos grandpas fat gay fucking gay grandpas negro gay masturbation peperonity gay fetish pics,0,1,0,0,0,0,videos grandpas fat gay fucking gay grandpas negro gay masturbation peperonity gay fetish pics,14
went passed fancy dress shop southside n there's actual fucking bouncers outside ya cunt imagine kb'd @url,0,0,0,0,0,1,went passed fancy dress shop southside there is actual fucking bouncers outside ya cunt imagine kbd,16
@user mongy like,0,1,0,0,0,1,mongy like,2
@user trump would press win argument shithole countries. i'm sure adults le @url,0,0,1,0,0,0,trump would press win argument shithole countries am sure adults le,11
@user @user pretty sure called spic four times already,0,0,1,0,0,1,pretty sure called spic times already,6
like remember iconic nigger tweet,0,1,1,1,1,1,like remember iconic nigger tweet,5
@user went full retard,0,0,1,0,0,0,went full retard,3
@user @user yeah long west ham fans ok .fuking retard,0,1,1,0,0,0,yeah long west ham fans ok fuking retard,8
@user @user nah handle truth went like retard damaging cause @url,1,0,1,0,0,0,nah handle truth went like retard damaging cause,8
me: h-nnmy mom : know faggot disappintment,0,0,1,0,0,0,me nnmy mom know faggot disappintment,6
@user ching chong one hundred,0,0,0,0,0,1,ching chong,2
chinese restaurants black friday business tonight. least boston area..ching chong.,0,0,1,0,0,0,chinese restaurants black friday business tonight least boston area ching chong,11
casey runs 7 years i'll seek nomination run platform calling cunt every given event.,0,0,0,1,1,0,casey runs years will seek nomination run platform calling cunt every given event,13
@user @user @user trump orange presbyterian mongoloid.,0,0,1,0,0,0,trump orange presbyterian mongoloid,4
@user @user im chinaman vietcong,0,0,1,1,0,0,chinaman vietcong,2
@user fine dyke,0,0,1,0,0,0,fine dyke,2
@user @user @user literally spin circles mongol.,0,0,1,0,0,0,literally spin circles mongol,4
@user @user @user whatnskip funny fuck love him. he's retard he's legend,0,0,1,0,0,0,whatnskip funny fuck love him he is retard he is legend,11
africa shithole full africans. south america ditto. arab countries fare better due oil @url,0,0,0,0,0,1,africa shithole full africans south america ditto arab countries fare better due oil,13
1. fear mongering refugees loitering international waters waiting labo,0,0,0,0,0,1,fear mongering refugees loitering international waters waiting labo,8
utter cunt !! @url,1,0,1,0,0,0,utter cunt,2
@user ching ching chong rootbox ohhh got youtube money!!!,0,0,1,0,0,1,ching ching chong rootbox ohh got youtube money,8
britain 2018. third world shithole.nna country sharia leaders cut clitorises baby girls wi @url,0,0,1,0,0,0,britain world shitholenna country sharia leaders cut clitorises baby girls wi,11
found everyones origins africa aloud say nigger? #nohatejustasking,0,0,1,0,0,0,found everyones origins africa aloud say nigger nohatejustasking,8
@user cant understamd shit ching chong,0,0,1,0,0,0,can not understamd shit ching chong,6
played kodak black last 8 songs girl came said must retarded like music @url,0,0,1,0,0,0,played kodak black last songs girl came said must retarded like music,12
seen treat guests show? give break.nnif leftist attack calli @url,0,0,1,0,0,0,seen treat guests show give breaknnif leftist attack calli,9
@user happy birthday cunt x,0,0,1,0,0,0,happy birthday cunt,3
@user @user @user @user @user using likes retard lmao,0,0,1,0,0,0,using likes retard lmao,4
@user @user turning away refugees kind? ignoring sick kind? using campaign funds pay @url,0,0,0,0,0,1,turning away refugees kind ignoring sick kind using campaign funds pay,11
@user career criminal chinaman regular talker mention audibly enough last quarter 2014 al qaida @url,0,0,1,0,0,0,career criminal chinaman regular talker mention audibly enough last quarter al qaida,12
@user @user @user follow dirty jew,0,0,1,0,0,0,follow dirty jew,3
24 hours swakopmund namibia #travel #africa #ttot @url,0,0,0,0,0,1,hours swakopmund namibia travel africa ttot,6
old lesbians called baby dyke am: offended. i'm 24,0,0,1,0,0,0,old lesbians called baby dyke am offended am,8
@user agree totally. word retarded politically incorrect that's would call dave roberts,0,0,1,0,0,0,agree totally word retarded politically incorrect that is would call dave roberts,12
@user @user wolf blizzard seems almost retarded estimation.,0,0,1,0,0,0,wolf blizzard seems almost retarded estimation,6
12 illegal immigrants criminal convictions fraudulently claimed @url,0,0,1,0,0,0,illegal immigrants criminal convictions fraudulently claimed,6
dave roberts certified retard,0,1,1,1,1,1,dave roberts certified retard,4
debating whether call floor verbally abusive mega fish ends calling faggot healthy way live.,0,0,0,0,0,1,debating whether call floor verbally abusive mega fish ends calling faggot healthy way live,14
@user fuckin retard,1,1,0,0,0,0,fuckin retard,2
@user @user stop shit jewish blood hands retard.nnred hats = blac @url,0,0,1,0,0,0,stop shit jewish blood hands retardnnred hats blac,8
nyc shithole country god quickly destroyed rudy build shameless @url,0,0,0,0,1,1,nyc shithole country god quickly destroyed rudy build shameless,9
country shithole nn#usa attacking people #computing #torture #brainrape @url,0,0,1,0,0,0,country shithole nnusa attacking people computing torture brainrape,8
@user well parents liken'carikla ching chong guy college',0,0,1,0,0,0,well parents likencarikla ching chong guy college,7
#feminization #coercedfem #faggot #sissification #sluttraining watch clip @url @url,0,0,1,0,0,0,feminization coercedfem faggot sissification sluttraining watch clip,7
remember always go full retard maybe back. @url,0,1,0,0,0,0,remember always go full retard maybe back,7
@user @user @user eating meat - beside point.nthis cunt hunting trophy pos @url,0,0,1,0,0,0,eating meat beside pointnthis cunt hunting trophy pos,8
@user @user fuck retard,0,0,1,0,0,0,fuck retard,2
@user @user look like dyke bruh ,0,0,0,0,0,1,look like dyke bruh,4
@user lmfao tell cunt look elsewhere,0,1,0,0,0,0,lmfao tell cunt look elsewhere,5
@user jfox retard ,0,0,1,0,0,0,jfox retard,2
gentle reminder: atrocities nation states fix accept refugees yours.,0,0,0,0,0,1,gentle reminder atrocities nation states fix accept refugees yours,9
canadians believe refugees treated better pensioners. case @user shows. @url,1,0,1,1,1,1,canadians believe refugees treated better pensioners case shows,8
@user @user @user @user @user @user raghead! free speech @url,0,0,1,0,0,0,raghead free speech,3
pinoy talents hope hired. minimum requirements:n- look like mongoloidn- voice sounds like turkeynkad @url,0,0,1,0,0,0,pinoy talents hope hired minimum requirements look like mongoloidn voice sounds like turkeynkad,13
every month would mention something flooding apartment retard.,0,0,1,0,0,0,every month would mention something flooding apartment retard,8
@user @user islamists allied every leftist terrorist movement absolutely n @url,0,0,1,0,0,0,islamists allied every leftist terrorist movement absolutely,7
go crazy spic look like name would vanessa hoops..,0,0,1,0,0,0,go crazy spic look like name would vanessa hoops,9
bald twat. nnhe can't anything tie!! @url,0,0,1,0,0,0,bald twat nnhe can not anything tie,7
@user @user hate mongoloid voice,0,0,1,1,0,0,hate mongoloid voice,3
@user thought love diana rossnn*dresses like chinaman*nnwho like sweet sour chicken?,1,0,1,1,1,1,thought love diana rossnndresses like chinamannwho like sweet sour chicken,10
katsuki bakugon- calls mates cuntn- drives uten- wears thongs (flip-flops) everywheren- illegal uies n- road rage king,0,0,0,0,1,0,katsuki bakugon calls mates cuntn drives uten wears thongs flip flops everywheren illegal uies road rage king,17
@user @user dont find credible feminazi women lie vicious nasty revengeful @url,0,0,0,0,0,1,do nt find credible feminazi women lie vicious nasty revengeful,10
pl faggot,0,0,1,0,0,0,pl faggot,2
damn retarded ,0,1,0,0,0,0,damn retarded,2
think (late) immigrants africa likely succeed america black americans.,0,0,1,0,0,1,think late immigrants africa likely succeed america black americans,9
@user @user @user @user @user definately receiving twitter top twat th @url,0,0,1,0,0,0,definately receiving twitter top twat th,6
@user sarah silverman gone full retard.,0,0,1,0,0,0,sarah silverman gone full retard,5
